numero_dpe;date_etablissement_dpe;etiquette_dpe;etiquette_ges;type_batiment;annee_construction;type_installation_chauffage;hauteur_sous_plafond;surface_habitable_logement;code_postal_ban;code_departement_ban;coordonnee_cartographique_x_ban;coordonnee_cartographique_y_ban;nom_commune_ban;besoin_chauffage
2330E3354493F;29/09/2023;C;B;appartement;1987;individuel;2.5;81;30900;30;809331.04;6303602.64;N̨mes;4792.6
2330E2722436I;14/08/2023;E;B;maison;;;2.5;70.6;30620;30;805726.57;6296045.66;Aubord;9145.3
2330E3729652K;02/11/2023;D;D;maison;1989;;2.5;84.2;30340;30;791005.67;6335140.36;M̩jannes-l̬s-Al̬s;6925.3
2330E3076453J;14/09/2023;E;C;appartement;1949;individuel;2.5;52.3;30660;30;794263.76;6292085.93;Gallargues-le-Montueux;3674.9
2330E2450100W;13/06/2023;D;C;appartement;1970;collectif;2.5;89;30900;30;806865;6304232.95;N̨mes;1519.5
2330E4230666E;09/12/2023;A;A;maison;2020;;2.5;64.6;30800;30;815399.74;6287447.89;Saint-Gilles;2536.8
2330E3669814Y;30/10/2023;E;E;appartement;;individuel;3;38.5;30200;30;829733.37;6341788.54;Bagnols-sur-C̬ze;8120.2
2330E2909941B;01/09/2023;C;A;appartement;1900;individuel;2.9;43;30900;30;806927.87;6302854.1;N̨mes;5828.6
2330E2383433T;12/07/2023;B;B;appartement;;individuel;2.5;195.3;30330;30;827339.5;6333225.47;Connaux;11300.3
2330E3387268U;09/10/2023;D;D;maison;;;2.5;152.7;30111;30;793415.27;6298291.54;Cong̩nies;34330.3
2330E3835692W;10/11/2023;B;A;maison;1999;;2.4;170;30660;30;793728.51;6292081.58;Gallargues-le-Montueux;8341.9
2330E3476732S;16/10/2023;D;B;appartement;1900;individuel;2.8;37.5;30000;30;809930.42;6305672.74;N̨mes;3800.6
2330E3831520K;08/11/2023;D;C;maison;1800;;2.5;70.6;30127;30;817455.17;6294936.7;Bellegarde;10313.7
2330E3878380S;15/11/2023;C;B;appartement;;individuel;2.5;58.2;30120;30;741507.61;6318612.67;Arre;3356.3
2330E3108697N;13/09/2023;C;B;appartement;1987;individuel;2.5;77.5;30900;30;809331.04;6303602.64;N̨mes;4293.6
2330E3959192W;20/11/2023;D;B;appartement;1900;individuel;2.6;102.3;30330;30;821920.53;6336152.74;Cavillargues;10731.4
2330E4476126Y;26/12/2023;B;A;maison;;;2.5;96.6;30128;30;815112.47;6297135.04;Garons;4759.4
2330E3599063T;24/10/2023;D;B;appartement;;individuel;2.5;58;30300;30;825855.1;6304631;Jonqui̬res-Saint-Vincent;4193.2
2330E2610803T;02/08/2023;B;A;appartement;;individuel;2.5;23.3;30240;30;792268.49;6269671.22;Le Grau-du-Roi;1203.8
2330E2757516O;18/08/2023;C;B;maison;;;2.5;99.7;30670;30;795428.32;6294163.55;Aigues-Vives;5906.5
2330E2405751D;18/07/2023;D;B;appartement;1949;individuel;2.8;56.3;30127;30;822006.07;6296164.87;Bellegarde;5772.3
2330E3414424G;11/10/2023;D;B;appartement;;individuel;2.5;114.4;30150;30;842676.02;6329650.2;Roquemaure;9983.8
2330E2463265F;21/07/2023;B;A;appartement;2005;individuel;2.6;51.8;30000;30;808382.79;6305263.82;N̨mes;917
2330E2329112M;04/07/2023;C;C;appartement;1995;collectif;2.5;88;30000;30;808222.84;6305251.2;N̨mes;2247.7
2330E3856385T;13/11/2023;E;C;maison;;;2.8;39.1;30900;30;804211.43;6308040.33;N̨mes;6158.8
2330E2603818C;01/08/2023;D;D;appartement;;collectif;2.5;85;30100;30;786933.5;6338787.95;Al̬s;6351.1
2330E4073290G;28/11/2023;D;B;maison;1980;;2.6;90;30540;30;805048.48;6299478.08;Milhaud;8464.9
2330E3413674K;11/10/2023;E;B;maison;1968;;2.6;133.3;30150;30;840373.4;6332294.84;Montfaucon;23647.9
2330E3580513H;20/10/2023;D;D;maison;1971;;2.6;92.8;30000;30;810699.16;6306708.35;N̨mes;13659.9
2330E3527560Q;19/10/2023;D;B;appartement;;individuel;2.9;46.3;30700;30;813682;6324830.5;Uz̬s;3483.5
2330E3127560A;20/09/2023;C;C;maison;1948;;2.5;64.2;30140;30;779082;6329011.12;Anduze;3555.6
2330E2569070Q;29/07/2023;C;C;appartement;;collectif;2.5;57;30200;30;829070.39;6341975.76;Bagnols-sur-C̬ze;393762.8
2330E4308306I;13/12/2023;E;B;appartement;;individuel;2.4;47;30000;30;809816.51;6304872.45;N̨mes;5032.6
2330E3298320S;02/10/2023;D;D;maison;1900;;2.5;90.6;30400;30;843322.41;6319567.6;Villeneuve-l̬s-Avignon;12449
2330E2992510U;07/09/2023;C;C;appartement;1948;mixte (collectif-individuel);2.5;93;30200;30;829854.63;6341419.43;Bagnols-sur-C̬ze;273922.1
2330E2738064K;16/08/2023;C;B;appartement;1962;individuel;2.5;71.6;30000;30;811643.4;6305861.56;N̨mes;3493.3
2330E2368892M;13/07/2023;C;C;appartement;1989;mixte (collectif-individuel);2.5;66;30290;30;833476.16;6336205.33;Laudun-l'Ardoise;4163.3
2330E3463176I;15/10/2023;A;A;maison;;;2.5;120.7;30700;30;813656.68;6328433.98;Saint-Quentin-la-Poterie;3490.5
2330E3928582O;18/11/2023;D;D;maison;;;2.7;133.6;30100;30;786280.73;6336070.8;Al̬s;22673
2330E2313946E;09/07/2023;B;A;maison;2013;;2.5;90.9;30190;30;802429.48;6319511.4;Saint-Chaptes;4674.6
2330E2906988M;01/09/2023;F;E;immeuble;1967;collectif;2.5;;30100;30;787324.9;6336688.06;Al̬s;299306.6
2330E2594746E;01/08/2023;C;C;appartement;;individuel;2.5;95;30700;30;813013.97;6324376.28;Uz̬s;43354.1
2330E2918049X;04/09/2023;C;A;maison;;;2.6;113.9;30110;30;779540.82;6347411.79;Branoux-les-Taillades;15297.4
2330E2966612S;22/08/2023;E;C;appartement;1965;individuel;2.5;72.7;30240;30;790903.24;6272783.7;Le Grau-du-Roi;7414.7
2330E4214472I;08/12/2023;D;D;maison;1988;;2.5;90.7;30700;30;815786.3125;6327737;Saint-Quentin-la-Poterie;10480.9
2330E4102294U;30/11/2023;C;A;appartement;;individuel;2.5;28.3;30100;30;787171.66;6336824.5;Al̬s;939.8
2330E3218793Z;27/09/2023;C;A;maison;2008;;2.6;81.8;30700;30;818493.71;6328184.77;Saint-Victor-des-Oules;5594.2
2330E2981887F;08/09/2023;C;A;maison;1983;;2.5;78.6;30110;30;779937.61;6348829.64;Sainte-C̩cile-d'Andorge;4979.7
2330E4369601V;11/12/2023;C;C;appartement;1900;individuel;2.5;67;30129;30;818507.71;6303372.55;Manduel;4952.1
2330E2960390K;06/09/2023;F;C;appartement;1949;individuel;3;18.2;30000;30;809272.76;6306021.7;N̨mes;3318.8
2330E4277774A;12/12/2023;B;A;maison;;;2.5;86.2;30200;30;836312.54;6337674.68;Codolet;2661
2330E4018614I;24/11/2023;D;B;appartement;1900;individuel;3.5;37.4;30000;30;809615.87;6305613.07;N̨mes;3013.2
2330E4198194G;07/11/2023;C;A;maison;1949;;2.5;44.1;30127;30;822167.78;6295895.77;Bellegarde;2202.3
2330E2350922I;12/07/2023;C;B;maison;;;2.5;85;30900;30;805649.62;6305581.18;N̨mes;6484.7
2330E2547504E;27/07/2023;C;A;appartement;;individuel;2.5;61.8;30120;30;748071.2;6319459.99;Av̬ze;1915.8
2230E3234808X;25/10/2022;C;C;appartement;1948;mixte (collectif-individuel);2.5;61;30340;30;792909.23;6341949.67;Salindres;67046
2330E3461081T;14/10/2023;C;B;maison;;;2.5;134.7;30100;30;785876.26;6336387.97;Al̬s;20286.6
2330E2810624E;24/08/2023;C;A;appartement;1945;mixte (collectif-individuel);3;86;30290;30;831474.79;6330329.67;Saint-Victor-la-Coste;25156.4
2330E3123438M;19/09/2023;F;F;maison;1949;;2.8;70.8;30000;30;810074.38;6304309.32;N̨mes;13843.9
2230E3235866P;02/05/2022;D;D;appartement;1948;mixte (collectif-individuel);2.5;91;30300;30;830781.85;6302849.59;Beaucaire;133193.9
2330E4181826S;06/12/2023;C;B;maison;2019;;2.5;38;30420;30;796545.01;6296430.02;Calvisson;6767.7
2330E4197035R;07/12/2023;D;B;maison;;;2.5;90;30140;30;780216.98;6326453.47;Tornac;10338.9
2330E2866921L;29/08/2023;E;B;appartement;1985;individuel;2.5;45.6;30840;30;825499.09;6310438.76;Meynes;4927
2330E2651398C;05/08/2023;C;A;maison;;;2.5;89.5;30150;30;842205.44;6328722.72;Roquemaure;5331.1
2330E3798748Y;24/10/2023;C;A;maison;1900;;2.9;72.9;30000;30;810625.88;6304215.32;N̨mes;6582.9
2330E2392723B;13/07/2023;D;B;appartement;1970;individuel;2.4;52.2;30000;30;808036.3;6305321.6;N̨mes;4177.7
2330E3154689L;21/09/2023;C;C;appartement;1948;mixte (collectif-individuel);2.5;65;30300;30;830889.22;6302650.29;Beaucaire;180706.9
2330E2436104O;19/07/2023;D;B;appartement;1980;individuel;2.4;20.6;30240;30;791252.61;6268707.78;Le Grau-du-Roi;1839
2330E3683930W;30/10/2023;C;C;maison;1996;;2.5;151.1;30360;30;792427.7;6326654.46;Ners;11703.5
2330E3465543J;16/10/2023;B;A;maison;;;3;70.1;30350;30;788670.57;6322267.38;L̩dignan;3134.1
2330E4404998G;20/12/2023;C;A;appartement;;individuel;2.5;59.3;30250;30;783660.77;6301364.3;Asp̬res;2842.5
2330E2229340C;03/07/2023;D;B;appartement;1994;individuel;2.5;18.2;30900;30;809006.89;6304959.31;N̨mes;937.9
2330E3820859J;09/11/2023;C;A;appartement;;individuel;2.6;19.5;30900;30;808997.04;6304703.41;N̨mes;962.4
2330E2855745P;29/08/2023;D;D;immeuble;1970;mixte (collectif-individuel);2.5;;30200;30;829365.49;6340971.89;Bagnols-sur-C̬ze;480368
2330E2482303L;24/07/2023;C;B;appartement;1980;individuel;2.5;62.5;30100;30;788076.67;6337621.53;Al̬s;3982.8
2330E3388161D;09/10/2023;C;C;appartement;;individuel;2.9;86;30300;30;831851.11;6302287.6;Beaucaire;9232.6
2330E3971827V;22/11/2023;D;D;appartement;1920;individuel;3.1;89.9;30100;30;786360.55;6337000.93;Al̬s;9958.9
2330E4171235J;05/12/2023;C;A;appartement;2008;individuel;2.6;52.6;30140;30;776398.55;6328082.77;Anduze;2280.5
2330E3582426W;23/10/2023;C;A;maison;;;2.5;218.1;30000;30;810902.99;6306508.75;N̨mes;39940.3
2330E3981001R;22/11/2023;F;F;maison;;;2.7;77.7;30160;30;789871.99;6355967.96;Gagni̬res;17896.7
2330E2689325V;09/08/2023;C;A;appartement;;individuel;2.5;37.8;30200;30;829520.78;6341728.17;Bagnols-sur-C̬ze;631.1
2330E3799566K;08/11/2023;E;C;appartement;;individuel;2.5;95.9;30200;30;833813.85;6347021.28;V̩n̩jan;15731.4
2330E3306601F;03/10/2023;D;D;maison;;;2.5;104.8;30000;30;807707.9;6307584.57;N̨mes;14623.5
2330E2882374U;31/08/2023;A;A;maison;2021;;2.5;112;30100;30;789327.49;6337170.29;Al̬s;3302.3
2330E3045684Y;13/09/2023;C;A;appartement;1975;collectif;2.5;69;30480;30;784205.92;6340578.92;Cendras;1691
2330E3423391D;12/10/2023;E;B;maison;;;3;73.5;30960;30;792099.27;6348344.97;Saint-Jean-de-Val̩riscle;20912.8
2330E3899443V;16/11/2023;C;A;maison;;;2.6;127.2;30170;30;768784.9;6311078.75;Pompignan;5387
2330E3371339D;06/10/2023;D;B;appartement;1929;individuel;2.6;67.5;30400;30;844191.03;6320376.99;Villeneuve-l̬s-Avignon;12050.7
2330E2889257N;31/08/2023;B;A;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E2280959L;06/07/2023;C;A;appartement;;individuel;2.5;31;30240;30;792518.44;6269571.24;Le Grau-du-Roi;1756.3
2330E3163397J;22/09/2023;C;A;appartement;;individuel;2.5;27.5;30000;30;810045.35;6305394.88;N̨mes;1719.4
2347E2799858T;23/08/2023;C;A;appartement;;individuel;2.5;25;30100;30;786293.61;6336897.57;Al̬s;972.1
2330E4083626U;29/11/2023;F;F;appartement;;individuel;2.6;63.9;30000;30;810343.62;6305414.62;N̨mes;11117
2330E4024696G;24/11/2023;C;A;appartement;;individuel;2.5;47.7;30800;30;813860.21;6287639.04;Saint-Gilles;1723.6
2330E2889337P;31/08/2023;B;A;appartement;;individuel;2.6;22;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E3113489V;19/09/2023;B;A;appartement;;individuel;2.5;34.4;30240;30;792028.2;6271464.95;Le Grau-du-Roi;1268.5
2330E2229376M;03/07/2023;B;A;appartement;1982;individuel;2.6;48.3;30130;30;831008.6;6353610.94;Pont-Saint-Esprit;3237
2330E4204742C;07/12/2023;C;A;appartement;;individuel;2.8;94.9;30900;30;806376.99;6305334.82;N̨mes;5008.5
2330E2913313T;02/09/2023;C;A;maison;;;2.5;101.1;30360;30;791208.7;6329048.32;V̩z̩nobres;10606.7
2330E3379349F;09/10/2023;C;A;appartement;;individuel;2.5;19;30570;30;744090.34;6332921.25;Val-d'Aigoual;581
2330E2275587V;06/07/2023;C;A;appartement;1976;individuel;2.5;105.7;30500;30;795369.04;6352057.09;Saint-Ambroix;6243.6
2330E3990764E;23/11/2023;C;A;maison;;;2.8;137.5;30900;30;805832.08;6308353.54;N̨mes;12127
2330E4168544W;01/12/2023;E;D;appartement;1970;individuel;2.5;65;30700;30;813347.375;6326156.5;Uz̬s;12232.4
2330E3724653D;02/11/2023;C;A;appartement;;individuel;2.5;52;30700;30;815548.18;6328170.97;Saint-Quentin-la-Poterie;22327.8
2330E2569804W;29/07/2023;C;C;maison;2017;;2.5;86.5;30500;30;795604.42;6350678.01;Saint-Ambroix;2686.1
2330E4298103X;13/12/2023;C;B;maison;1970;;2.8;87.2;30000;30;810847.79;6303108.34;N̨mes;16924.3
2330E2888476M;31/08/2023;B;A;appartement;;individuel;2.8;92.3;30250;30;787587.88;6298734.16;Sommi̬res;3028.9
2330E3511547T;18/10/2023;C;C;appartement;1964;collectif;2.5;88;30900;30;807132;6303409.68;N̨mes;5189
2330E3563469T;22/10/2023;C;A;maison;2001;;2.5;72.3;30900;30;805588.63;6306128.74;N̨mes;4049.6
2330E2610149P;02/08/2023;C;A;maison;;;2.5;76.4;30300;30;829808.03;6302869.74;Beaucaire;4138.2
2330E2608083D;02/08/2023;C;C;appartement;;individuel;2.5;47.1;30900;30;807080.24;6304327.6;N̨mes;2537.1
2330E3542840I;20/10/2023;D;D;maison;1900;;2.6;97.8;30420;30;795747.56;6299193.35;Calvisson;10684.2
2330E3999973J;23/11/2023;C;A;appartement;1900;individuel;2.3;59.4;30220;30;796226.69;6274977.82;Aigues-Mortes;4013.3
2330E4507789T;28/12/2023;D;B;appartement;;individuel;2.5;36.7;30200;30;829459.67;6341634.35;Bagnols-sur-C̬ze;2582.8
2330E2889267X;31/08/2023;B;A;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E4128905H;01/12/2023;E;E;maison;;;2.5;96.5;30120;30;742552.06;6319450.52;Bez-et-Esparon;15213.8
2330E2912261H;02/09/2023;B;A;appartement;2000;individuel;2.5;72;30400;30;842712.09;6320441.64;Villeneuve-l̬s-Avignon;2208
2330E3783038S;07/11/2023;D;D;appartement;;individuel;2.5;66;30100;30;787710.01;6336783.06;Al̬s;5129.7
2330E3199115D;26/09/2023;C;A;maison;1945;;2.5;49.3;30320;30;819830.8;6310207.26;Bezouce;1723.9
2330E2840486S;28/08/2023;D;D;appartement;;individuel;2.5;61.3;30133;30;842497.2;6319285.14;Les Angles;7610.6
2330E3141905T;20/09/2023;D;D;maison;2000;;2.5;97;30340;30;787277.58;6342172.2;Saint-Julien-les-Rosiers;7315.8
2330E2870996E;30/08/2023;C;C;appartement;1983;collectif;2.5;68;30900;30;806761.81;6304546.3;N̨mes;124552.9
2330E3640416G;26/10/2023;D;B;maison;;;2.8;114.6;30360;30;794559.79;6332916.16;Monteils;17549.1
2330E2889244A;31/08/2023;B;A;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E2291801L;06/07/2023;C;B;appartement;1978;individuel;2.8;68;30000;30;809854.74;6305592.3;N̨mes;2372.8
2330E3401767L;10/10/2023;B;A;maison;;;2.5;128.1;30800;30;814902.6;6287306.3;Saint-Gilles;7416.2
2330E2969305H;30/08/2023;D;B;appartement;1980;individuel;2.3;31.2;30240;30;791089.88;6268857.96;Le Grau-du-Roi;1850.7
2330E4046032W;27/11/2023;D;D;maison;;;2.6;103.7;30350;30;790551.55;6315134.14;Moul̩zan;10629.9
2330E3695093F;30/10/2023;F;F;maison;1900;;2.8;73.8;30900;30;808306.61;6303990.3;N̨mes;19336.2
2330E4128173D;01/12/2023;B;A;appartement;;individuel;3.2;41.4;30000;30;809706.87;6304788.2;N̨mes;207.2
2330E2371437J;13/07/2023;F;C;maison;;;2.5;94.9;30130;30;831930.85;6351995.25;Pont-Saint-Esprit;17143.1
2330E2528579H;21/07/2023;C;A;maison;1948;;2.5;217;30700;30;818433.22;6330182.17;Vallabrix;14771.5
2330E2834877Z;28/08/2023;E;B;appartement;;individuel;2.5;75.7;30320;30;816217.78;6307753;Marguerittes;10679.6
2330E3743915Z;04/11/2023;A;A;appartement;2020;individuel;2.5;46.5;30400;30;843759.78;6320827.43;Villeneuve-l̬s-Avignon;45352.3
2330E4320392E;11/12/2023;C;B;maison;1985;;2.6;102.3;30250;30;786771.46;6299673.51;Sommi̬res;11155.5
2330E2785522S;22/08/2023;B;B;appartement;1974;collectif;2.5;42.8;30200;30;828911.35;6342125.75;Bagnols-sur-C̬ze;1022.5
2330E3134626U;20/09/2023;D;D;appartement;1955;individuel;2.5;66.3;30130;30;831323.12;6352690.96;Pont-Saint-Esprit;8426.5
2330E3004242A;11/09/2023;F;F;maison;1958;;2.5;78.1;30190;30;797201.29;6318800.72;Sauzet;17353.4
2330E3800291H;08/11/2023;C;A;appartement;;individuel;2.7;52.5;30300;30;832081.07;6302377.52;Beaucaire;2147.2
2330E3619560C;10/10/2023;E;E;maison;1970;;2.7;65.1;30133;30;843198.1;6318609.96;Les Angles;8971.1
2330E2405541B;18/07/2023;C;C;maison;1974;;2.5;90;30000;30;812741.94;6308792.93;N̨mes;7029
2330E3843657F;12/11/2023;E;D;appartement;;collectif;2.5;50;30100;30;785870.43;6336776.35;Al̬s;9663.1
2330E2976435N;07/09/2023;G;G;maison;1953;;2.8;172.1;30450;30;776025.63;6361160.85;G̩nolhac;37108.4
2330E2943245Z;05/09/2023;C;B;appartement;1985;individuel;2.5;94.5;30220;30;796293.52;6281409.71;Saint-Laurent-d'Aigouze;7277.9
2330E4336422S;15/12/2023;C;C;appartement;;individuel;2.5;47.5;30000;30;810238.14;6303993.08;N̨mes;881.5
2330E3759208E;06/11/2023;E;E;appartement;;individuel;2.8;118;30000;30;809548.76;6305059.43;N̨mes;23206
2330E2949120Y;30/08/2023;C;C;appartement;2011;mixte (collectif-individuel);2.5;80.2;30200;30;828570.3;6340384.35;Bagnols-sur-C̬ze;32127.2
2330E4129055B;01/12/2023;E;D;maison;;;2.5;217.8;30440;30;759114.65;6327149.34;Saint-Martial;42203.4
2330E2329781F;04/07/2023;C;C;appartement;1995;collectif;2.5;89;30000;30;808222.84;6305251.2;N̨mes;1079.3
2330E3830435R;03/11/2023;F;C;maison;1949;;2.6;83.7;30114;30;799262.91;6299889.22;Nages-et-Solorgues;19406.2
2330E3712479X;02/11/2023;B;B;appartement;2017;individuel;2.5;79.2;30400;30;843470.16;6321905.28;Villeneuve-l̬s-Avignon;32647.7
2330E4393422A;11/12/2023;C;C;maison;1979;;2.5;85.6;30540;30;805735.83;6299639.52;Milhaud;12169
2330E3722344I;02/11/2023;C;A;appartement;2007;individuel;2.4;45;30190;30;799406.68;6315669.52;La Rouvi̬re;3234.7
2330E2937072O;05/09/2023;C;A;appartement;;individuel;2.5;80.6;30700;30;810041.58;6323276.98;Arpaillargues-et-Aureillac;7384.9
2330E4456937X;22/12/2023;D;B;appartement;1949;individuel;2.7;64.3;30140;30;778983.96;6328820.89;Anduze;6557.1
2330E2798042G;22/08/2023;C;A;appartement;1978;mixte (collectif-individuel);2.5;31;30130;30;831827.34;6352086.99;Pont-Saint-Esprit;106197.8
2330E3798203Z;08/11/2023;C;C;maison;1990;;2.5;93.8;30000;30;807735.61;6307160.05;N̨mes;2671.1
2330E2898131V;31/08/2023;C;C;appartement;1948;individuel;2.5;64;30300;30;831132.36;6302764.45;Beaucaire;23271.7
2330E3612512A;25/10/2023;C;A;appartement;1981;individuel;2.5;23.4;30100;30;786483.92;6338430.66;Al̬s;698.9
2330E3557797P;21/10/2023;B;A;maison;2003;;2.7;151.9;30290;30;833286.43;6335760.03;Laudun-l'Ardoise;6679.6
2330E2773887F;21/08/2023;C;C;appartement;1974;individuel;2.5;87.5;30200;30;828907.29;6342019.1;Bagnols-sur-C̬ze;3560.5
2330E3780453H;07/11/2023;A;A;maison;;;2.5;139.1;30390;30;833567.94;6316886.71;Domazan;3551.1
2330E2892306U;31/08/2023;C;A;appartement;2017;individuel;2.4;55.1;30210;30;824466.97;6317304.62;Remoulins;2460.3
2330E2889271B;31/08/2023;B;A;appartement;;individuel;2.6;19;30900;30;805955.54;6303241.91;N̨mes;24918.4
2330E2993173H;07/09/2023;D;D;appartement;1948;mixte (collectif-individuel);2.5;67;30200;30;829854.63;6341419.43;Bagnols-sur-C̬ze;273922.1
2330E3999859Z;24/10/2023;C;A;appartement;2011;individuel;2.5;42;30000;30;810462.53;6305321.55;N̨mes;1786
2330E2281794O;13/06/2023;D;C;appartement;1964;collectif;2.5;88;30900;30;807138.33;6303530.82;N̨mes;8954.3
2330E3480002M;15/10/2023;C;A;appartement;1960;individuel;2.5;25;30000;30;809423.22;6305673.31;N̨mes;1270.1
2330E2639119V;04/08/2023;B;A;maison;;;2.4;112.5;30300;30;829694.51;6289712.02;Fourques;8303.1
2330E4153760G;04/12/2023;C;A;maison;2013;;2.5;44.8;30220;30;795778.59;6275571.2;Aigues-Mortes;1381
2330E4364385F;18/12/2023;D;B;appartement;;individuel;2.5;30.4;30000;30;809275.02;6305095.39;N̨mes;3092.4
2330E3420306M;11/10/2023;C;A;maison;2006;;2.5;88.2;30500;30;798605.32;6345408.06;All̬gre-les-Fumades;5898.8
2330E2695426M;09/08/2023;E;E;appartement;1974;mixte (collectif-individuel);2.5;81;30200;30;828911.35;6342125.75;Bagnols-sur-C̬ze;166733.1
2330E2553308K;27/07/2023;C;C;appartement;;collectif;2.5;62.6;30200;30;829007.89;6341593.65;Bagnols-sur-C̬ze;2045.6
2330E4088780A;29/11/2023;E;B;maison;;;2.5;93.2;30210;30;822482.8;6320113.82;Vers-Pont-du-Gard;15595.5
2330E4400378O;19/12/2023;C;A;appartement;2006;individuel;2.5;41.2;30600;30;802851.6;6288904.98;Vauvert;1671.9
2330E3185197V;25/09/2023;D;B;appartement;2010;individuel;2.5;35;30420;30;796046.76;6299481.72;Calvisson;57404.9
2330E2776633V;22/08/2023;C;C;appartement;;individuel;2.5;81.5;30133;30;840503.16;6319607.6;Les Angles;4226
2330E3223055X;26/09/2023;D;B;appartement;1994;individuel;2.5;33.4;30000;30;809675.88;6303703.16;N̨mes;757.8
2330E3065526C;14/09/2023;D;D;appartement;;individuel;2.5;74.6;30540;30;805322.52;6300010.31;Milhaud;9275.8
2330E3230423H;27/09/2023;B;B;appartement;2014;individuel;2.5;61;30131;30;842468.15;6324137.26;Pujaut;821
2330E2281631H;13/06/2023;D;C;appartement;1964;collectif;2.5;76;30900;30;807138.33;6303530.82;N̨mes;7691.8
2330E4092628A;29/11/2023;C;C;maison;2002;;2.5;94.5;30000;30;811078.12;6306410.56;N̨mes;5722.4
2330E2468175B;20/07/2023;D;B;maison;1949;;2.8;184.1;30121;30;796651;6294124.99;Mus;34302.4
2330E2569750U;29/07/2023;C;C;maison;;;2.5;121;30200;30;828630.56;6339413.33;Bagnols-sur-C̬ze;10117.9
2330E3123552W;18/09/2023;D;D;maison;1972;;2.5;57.7;30920;30;798549.44;6293459.36;Codognan;9659.3
2330E3910601Z;17/11/2023;D;B;appartement;;individuel;2.6;31.5;30300;30;832196.94;6302333.25;Beaucaire;2244.8
2330E2889798I;31/08/2023;B;A;appartement;;individuel;2.6;22;30900;30;805955.54;6303241.91;N̨mes;12060.4
2330E3382245P;09/10/2023;C;C;appartement;;individuel;2.5;57.9;30000;30;809245.32;6305820.85;N̨mes;2546.1
2330E3002114E;10/09/2023;D;B;maison;;;2.3;29;30000;30;809962.1;6307526.31;N̨mes;4396.6
2330E3794348S;08/11/2023;D;B;appartement;;individuel;2.9;46.6;30140;30;778949.22;6328766.23;Anduze;3472.2
2330E4165114Y;05/12/2023;D;B;appartement;;individuel;4;22.8;30150;30;842559.9;6329745.05;Roquemaure;1251.9
2330E3221802S;26/09/2023;C;B;appartement;1994;individuel;2.5;18.2;30000;30;809675.88;6303703.16;N̨mes;359.7
2330E4363779X;14/12/2023;E;C;appartement;1900;individuel;3.5;54.3;30600;30;802936.06;6288694.06;Vauvert;7240.4
2330E3853706S;13/11/2023;F;C;appartement;1949;individuel;2.9;41;30900;30;808479.82;6305103.21;N̨mes;7505.3
2330E2263288U;05/07/2023;E;B;appartement;;individuel;2.5;28.7;30000;30;809104.9;6305229.73;N̨mes;3529.9
2330E2506341Z;25/07/2023;C;C;appartement;1962;individuel;2.5;47.2;30000;30;811754.3;6305872.4;N̨mes;2941.8
2330E2515423H;26/07/2023;E;E;maison;1968;;2.5;136.1;30380;30;786933.5;6332310.24;Saint-Christol-lez-Al̬s;29479.4
2330E2442785N;20/07/2023;C;A;appartement;;individuel;2.5;15.5;30120;30;748695.9;6321613.87;Le Vigan;148.2
2330E3648380O;27/10/2023;B;A;maison;2010;;2.5;93.8;30730;30;796353.49;6313854.98;Saint-Bauz̩ly;4034.8
2330E2898321D;31/08/2023;C;C;appartement;1948;individuel;2.5;77;30300;30;831181.2;6302730.22;Beaucaire;64091
2330E2930112W;04/09/2023;D;B;appartement;;individuel;2.5;53.3;30700;30;815971.12;6328073.25;Saint-Quentin-la-Poterie;3965.6
2330E4143560Y;04/12/2023;B;A;appartement;;individuel;2.5;34.6;30140;30;778845.87;6328796.94;Anduze;1737.5
